pair,ligand_symbol,ligand_gene_id,receptor_symbol,receptor_gene_id
MADCAM1_CD44,Madcam1,ENSMUSG00000020310,Cd44,ENSMUSG00000005087
MADCAM1_ITGA4,Madcam1,ENSMUSG00000020310,Itga4,ENSMUSG00000027009
MADCAM1_ITGB7,Madcam1,ENSMUSG00000020310,Itgb7,ENSMUSG00000001281
MATN1_ITGA1,Matn1,ENSMUSG00000040533,Itga1,ENSMUSG00000042284
MATN1_ITGB1,Matn1,ENSMUSG00000040533,Itgb1,ENSMUSG00000025809
MATN1_PTPRD,Matn1,ENSMUSG00000040533,Ptprd,ENSMUSG00000028399
MBL2_CALCR,Mbl2,ENSMUSG00000024863,Calcr,ENSMUSG00000023964
MBL2_CD93,Mbl2,ENSMUSG00000024863,Cd93,ENSMUSG00000027435
MDK_ALK,Mdk,ENSMUSG00000027239,Alk,ENSMUSG00000055471
MDK_ITGA4,Mdk,ENSMUSG00000027239,Itga4,ENSMUSG00000027009
MDK_ITGA6,Mdk,ENSMUSG00000027239,Itga6,ENSMUSG00000027111
MDK_ITGB1,Mdk,ENSMUSG00000027239,Itgb1,ENSMUSG00000025809
MDK_LRP1,Mdk,ENSMUSG00000027239,Lrp1,ENSMUSG00000040249
MDK_LRP2,Mdk,ENSMUSG00000027239,Lrp2,ENSMUSG00000027070
MDK_PTPRB,Mdk,ENSMUSG00000027239,Ptprb,ENSMUSG00000020154
MDK_PTPRZ1,Mdk,ENSMUSG00000027239,Ptprz1,ENSMUSG00000068748
MDK_SDC1,Mdk,ENSMUSG00000027239,Sdc1,ENSMUSG00000020592
MDK_SDC3,Mdk,ENSMUSG00000027239,Sdc3,ENSMUSG00000025743
MDK_SDC4,Mdk,ENSMUSG00000027239,Sdc4,ENSMUSG00000017009
MDK_TSPAN1,Mdk,ENSMUSG00000027239,Tspan1,ENSMUSG00000028699
MEPE_PHEX,Mepe,ENSMUSG00000053863,Phex,ENSMUSG00000057457
MFAP2_NOTCH1,Mfap2,ENSMUSG00000060572,Notch1,ENSMUSG00000026923
MFAP5_NOTCH1,Mfap5,ENSMUSG00000030116,Notch1,ENSMUSG00000026923
MFGE8_ITGAV,Mfge8,ENSMUSG00000030605,Itgav,ENSMUSG00000027087
MFGE8_ITGB3,Mfge8,ENSMUSG00000030605,Itgb3,ENSMUSG00000020689
MFGE8_PDGFRB,Mfge8,ENSMUSG00000030605,Pdgfrb,ENSMUSG00000024620
MFNG_NOTCH1,Mfng,ENSMUSG00000018169,Notch1,ENSMUSG00000026923
MMP12_PLAUR,Mmp12,ENSMUSG00000049723,Plaur,ENSMUSG00000046223
MMP13_LRP1,Mmp13,ENSMUSG00000050578,Lrp1,ENSMUSG00000040249
MMP2_SDC2,Mmp2,ENSMUSG00000031740,Sdc2,ENSMUSG00000022261
MMP7_CD151,Mmp7,ENSMUSG00000018623,Cd151,ENSMUSG00000025510
MMP7_CD44,Mmp7,ENSMUSG00000018623,Cd44,ENSMUSG00000005087
MMP7_CDH6,Mmp7,ENSMUSG00000018623,Cdh6,ENSMUSG00000039385
MMP7_ERBB4,Mmp7,ENSMUSG00000018623,Erbb4,ENSMUSG00000062209
MMP9_CD44,Mmp9,ENSMUSG00000017737,Cd44,ENSMUSG00000005087
MMP9_EPHB2,Mmp9,ENSMUSG00000017737,Ephb2,ENSMUSG00000028664
MMP9_ITGAM,Mmp9,ENSMUSG00000017737,Itgam,ENSMUSG00000030786
MMP9_ITGB2,Mmp9,ENSMUSG00000017737,Itgb2,ENSMUSG00000000290
MMP9_LRP1,Mmp9,ENSMUSG00000017737,Lrp1,ENSMUSG00000040249
MST1_MST1R,Mst1,ENSMUSG00000032591,Mst1r,ENSMUSG00000032584
MSTN_ACVR2B,Mstn,ENSMUSG00000026100,Acvr2b,ENSMUSG00000061393
MYOC_FZD1,Myoc,ENSMUSG00000026697,Fzd1,ENSMUSG00000044674
MYOC_FZD10,Myoc,ENSMUSG00000026697,Fzd10,ENSMUSG00000081683
MYOC_FZD3,Myoc,ENSMUSG00000026697,Fzd3,ENSMUSG00000007989
MYOC_FZD4,Myoc,ENSMUSG00000026697,Fzd4,ENSMUSG00000049791
MYOC_FZD7,Myoc,ENSMUSG00000026697,Fzd7,ENSMUSG00000041075
NAMPT_INSR,Nampt,ENSMUSG00000020572,Insr,ENSMUSG00000005534
NCAM1_CACNA1C,Ncam1,ENSMUSG00000039542,Cacna1c,ENSMUSG00000051331
NCAM1_FGFR1,Ncam1,ENSMUSG00000039542,Fgfr1,ENSMUSG00000031565
NCAM1_FGFR2,Ncam1,ENSMUSG00000039542,Fgfr2,ENSMUSG00000030849
NCAM1_GFRA1,Ncam1,ENSMUSG00000039542,Gfra1,ENSMUSG00000025089
NCAM1_PTPRA,Ncam1,ENSMUSG00000039542,Ptpra,ENSMUSG00000027303
NCAM1_ROBO1,Ncam1,ENSMUSG00000039542,Robo1,ENSMUSG00000022883
NCAM1_ROBO3,Ncam1,ENSMUSG00000039542,Robo3,ENSMUSG00000032128
NCAN_CDH2,Ncan,ENSMUSG00000002341,Cdh2,ENSMUSG00000024304
NCAN_SDC3,Ncan,ENSMUSG00000002341,Sdc3,ENSMUSG00000025743
NDP_FZD4,Ndp,ENSMUSG00000040138,Fzd4,ENSMUSG00000049791
NDP_LGR4,Ndp,ENSMUSG00000040138,Lgr4,ENSMUSG00000050199
NGF_KIDINS220,Ngf,ENSMUSG00000027859,Kidins220,ENSMUSG00000036333
NGF_MAGED1,Ngf,ENSMUSG00000027859,Maged1,ENSMUSG00000025151
NGF_NGFR,Ngf,ENSMUSG00000027859,Ngfr,ENSMUSG00000000120
NGF_NTRK1,Ngf,ENSMUSG00000027859,Ntrk1,ENSMUSG00000028072
NGF_SORCS3,Ngf,ENSMUSG00000027859,Sorcs3,ENSMUSG00000063434
NGF_SORT1,Ngf,ENSMUSG00000027859,Sort1,ENSMUSG00000068747
NID1_COL13A1,Nid1,ENSMUSG00000005397,Col13a1,ENSMUSG00000058806
NID1_ITGA3,Nid1,ENSMUSG00000005397,Itga3,ENSMUSG00000001507
NID1_ITGAV,Nid1,ENSMUSG00000005397,Itgav,ENSMUSG00000027087
NID1_ITGB1,Nid1,ENSMUSG00000005397,Itgb1,ENSMUSG00000025809
NID1_ITGB3,Nid1,ENSMUSG00000005397,Itgb3,ENSMUSG00000020689
NID1_PTPRF,Nid1,ENSMUSG00000005397,Ptprf,ENSMUSG00000033295
NID2_COL13A1,Nid2,ENSMUSG00000021806,Col13a1,ENSMUSG00000058806
NLGN1_NRXN1,Nlgn1,ENSMUSG00000063887,Nrxn1,ENSMUSG00000024109
NLGN1_NRXN2,Nlgn1,ENSMUSG00000063887,Nrxn2,ENSMUSG00000033768
NLGN1_NRXN3,Nlgn1,ENSMUSG00000063887,Nrxn3,ENSMUSG00000066392
NLGN2_NRXN1,Nlgn2,ENSMUSG00000051790,Nrxn1,ENSMUSG00000024109
NLGN2_NRXN2,Nlgn2,ENSMUSG00000051790,Nrxn2,ENSMUSG00000033768
NLGN2_NRXN3,Nlgn2,ENSMUSG00000051790,Nrxn3,ENSMUSG00000066392
NLGN3_NRXN1,Nlgn3,ENSMUSG00000031302,Nrxn1,ENSMUSG00000024109
NLGN3_NRXN2,Nlgn3,ENSMUSG00000031302,Nrxn2,ENSMUSG00000033768
NLGN3_NRXN3,Nlgn3,ENSMUSG00000031302,Nrxn3,ENSMUSG00000066392
NMB_BRS3,Nmb,ENSMUSG00000025723,Brs3,ENSMUSG00000031130
NMB_GRPR,Nmb,ENSMUSG00000025723,Grpr,ENSMUSG00000031364
NMB_NMBR,Nmb,ENSMUSG00000025723,Nmbr,ENSMUSG00000019865
NMS_NMUR1,Nms,ENSMUSG00000067604,Nmur1,ENSMUSG00000026237
NMS_NMUR2,Nms,ENSMUSG00000067604,Nmur2,ENSMUSG00000037393
NMU_NMUR1,Nmu,ENSMUSG00000029236,Nmur1,ENSMUSG00000026237
NMU_NMUR2,Nmu,ENSMUSG00000029236,Nmur2,ENSMUSG00000037393
NODAL_ACVR1B,Nodal,ENSMUSG00000037171,Acvr1b,ENSMUSG00000000532
NODAL_ACVR1C,Nodal,ENSMUSG00000037171,Acvr1c,ENSMUSG00000026834
NODAL_ACVR2A,Nodal,ENSMUSG00000037171,Acvr2a,ENSMUSG00000052155
NODAL_ACVR2B,Nodal,ENSMUSG00000037171,Acvr2b,ENSMUSG00000061393
NOV_NOTCH1,Nov,ENSMUSG00000037362,Notch1,ENSMUSG00000026923
NOV_PLXNA1,Nov,ENSMUSG00000037362,Plxna1,ENSMUSG00000030084
NPB_NPBWR1,Npb,ENSMUSG00000044034,Npbwr1,ENSMUSG00000033774
NPFF_NPFFR1,Npff,ENSMUSG00000023052,Npffr1,ENSMUSG00000020090
NPFF_NPFFR2,Npff,ENSMUSG00000023052,Npffr2,ENSMUSG00000035528
NPNT_ITGA8,Npnt,ENSMUSG00000040998,Itga8,ENSMUSG00000026768
NPNT_ITGB1,Npnt,ENSMUSG00000040998,Itgb1,ENSMUSG00000025809
NPPA_NPR1,Nppa,ENSMUSG00000041616,Npr1,ENSMUSG00000027931
NPPA_NPR3,Nppa,ENSMUSG00000041616,Npr3,ENSMUSG00000022206
NPPB_NPR1,Nppb,ENSMUSG00000029019,Npr1,ENSMUSG00000027931
NPPB_NPR2,Nppb,ENSMUSG00000029019,Npr2,ENSMUSG00000028469
NPPB_NPR3,Nppb,ENSMUSG00000029019,Npr3,ENSMUSG00000022206
NPPC_NPR2,Nppc,ENSMUSG00000026241,Npr2,ENSMUSG00000028469
NPPC_NPR3,Nppc,ENSMUSG00000026241,Npr3,ENSMUSG00000022206
NPS_NPSR1,Nps,ENSMUSG00000073804,Npsr1,ENSMUSG00000043659
NPVF_NPFFR1,Npvf,ENSMUSG00000029831,Npffr1,ENSMUSG00000020090
NPVF_NPFFR2,Npvf,ENSMUSG00000029831,Npffr2,ENSMUSG00000035528
NPW_NPBWR1,Npw,ENSMUSG00000071230,Npbwr1,ENSMUSG00000033774
NPY_FAP,Npy,ENSMUSG00000029819,Fap,ENSMUSG00000000392
NPY_MC4R,Npy,ENSMUSG00000029819,Mc4r,ENSMUSG00000047259
NPY_NPFFR2,Npy,ENSMUSG00000029819,Npffr2,ENSMUSG00000035528
NPY_NPY1R,Npy,ENSMUSG00000029819,Npy1r,ENSMUSG00000036437
NPY_NPY2R,Npy,ENSMUSG00000029819,Npy2r,ENSMUSG00000028004
NPY_NPY4R,Npy,ENSMUSG00000029819,Npy4r,ENSMUSG00000048337
NPY_NPY5R,Npy,ENSMUSG00000029819,Npy5r,ENSMUSG00000044014
NPY_PRLHR,Npy,ENSMUSG00000029819,Prlhr,ENSMUSG00000045052
NRG1_ERBB2,Nrg1,ENSMUSG00000062991,Erbb2,ENSMUSG00000062312
NRG1_ERBB3,Nrg1,ENSMUSG00000062991,Erbb3,ENSMUSG00000018166
NRG1_ERBB4,Nrg1,ENSMUSG00000062991,Erbb4,ENSMUSG00000062209
NRG1_GPC1,Nrg1,ENSMUSG00000062991,Gpc1,ENSMUSG00000034220
NRG2_ERBB2,Nrg2,ENSMUSG00000060275,Erbb2,ENSMUSG00000062312
NRG2_ERBB3,Nrg2,ENSMUSG00000060275,Erbb3,ENSMUSG00000018166
NRG2_ERBB4,Nrg2,ENSMUSG00000060275,Erbb4,ENSMUSG00000062209
NRG3_ERBB4,Nrg3,ENSMUSG00000041014,Erbb4,ENSMUSG00000062209
NRG4_EGFR,Nrg4,ENSMUSG00000032311,Egfr,ENSMUSG00000020122
NRG4_ERBB2,Nrg4,ENSMUSG00000032311,Erbb2,ENSMUSG00000062312
NRG4_ERBB4,Nrg4,ENSMUSG00000032311,Erbb4,ENSMUSG00000062209
NRTN_GFRA1,Nrtn,ENSMUSG00000039481,Gfra1,ENSMUSG00000025089
NRTN_GFRA2,Nrtn,ENSMUSG00000039481,Gfra2,ENSMUSG00000022103
NRTN_RET,Nrtn,ENSMUSG00000039481,Ret,ENSMUSG00000030110
NTF3_NGFR,Ntf3,ENSMUSG00000049107,Ngfr,ENSMUSG00000000120
NTF3_NTRK1,Ntf3,ENSMUSG00000049107,Ntrk1,ENSMUSG00000028072
NTF3_NTRK2,Ntf3,ENSMUSG00000049107,Ntrk2,ENSMUSG00000055254
NTF3_NTRK3,Ntf3,ENSMUSG00000049107,Ntrk3,ENSMUSG00000059146
NTF4_NGFR,Ntf5,ENSMUSG00000074121,Ngfr,ENSMUSG00000000120
NTF4_NTRK1,Ntf5,ENSMUSG00000074121,Ntrk1,ENSMUSG00000028072
NTF4_NTRK2,Ntf5,ENSMUSG00000074121,Ntrk2,ENSMUSG00000055254
NTF4_NTRK3,Ntf5,ENSMUSG00000074121,Ntrk3,ENSMUSG00000059146
NTN1_ADORA2B,Ntn1,ENSMUSG00000020902,Adora2b,ENSMUSG00000018500
NTN1_DCC,Ntn1,ENSMUSG00000020902,Dcc,ENSMUSG00000060534
NTN1_NEO1,Ntn1,ENSMUSG00000020902,Neo1,ENSMUSG00000032340
NTN1_UNC5A,Ntn1,ENSMUSG00000020902,Unc5a,ENSMUSG00000025876
NTN1_UNC5B,Ntn1,ENSMUSG00000020902,Unc5b,ENSMUSG00000020099
NTN1_UNC5C,Ntn1,ENSMUSG00000020902,Unc5c,ENSMUSG00000059921
NTN1_UNC5D,Ntn1,ENSMUSG00000020902,Unc5d,ENSMUSG00000063626
NTN3_CDON,Tbc1d24,ENSMUSG00000036473,Cdon,ENSMUSG00000038119
NTN3_NEO1,Tbc1d24,ENSMUSG00000036473,Neo1,ENSMUSG00000032340
NTN4_DCC,Ntn4,ENSMUSG00000020019,Dcc,ENSMUSG00000060534
NTN4_UNC5A,Ntn4,ENSMUSG00000020019,Unc5a,ENSMUSG00000025876
NTNG1_LRRC4C,Ntng1,ENSMUSG00000059857,Lrrc4c,ENSMUSG00000050587
NTNG2_LRRC4,Ntng2,ENSMUSG00000035513,Lrrc4,ENSMUSG00000049939
NTNG2_LRRC4C,Ntng2,ENSMUSG00000035513,Lrrc4c,ENSMUSG00000050587
NTS_NGFR,Nts,ENSMUSG00000019890,Ngfr,ENSMUSG00000000120
NTS_NTSR1,Nts,ENSMUSG00000019890,Ntsr1,ENSMUSG00000027568
NTS_NTSR2,Nts,ENSMUSG00000019890,Ntsr2,ENSMUSG00000020591
NTS_SORT1,Nts,ENSMUSG00000019890,Sort1,ENSMUSG00000068747
NXPH1_NRXN1,Nxph1,ENSMUSG00000046178,Nrxn1,ENSMUSG00000024109
NXPH1_NRXN2,Nxph1,ENSMUSG00000046178,Nrxn2,ENSMUSG00000033768
NXPH1_NRXN3,Nxph1,ENSMUSG00000046178,Nrxn3,ENSMUSG00000066392
NXPH2_NRXN1,Nxph2,ENSMUSG00000069132,Nrxn1,ENSMUSG00000024109
NXPH3_NRXN1,Nxph3,ENSMUSG00000046719,Nrxn1,ENSMUSG00000024109
NXPH3_NRXN2,Nxph3,ENSMUSG00000046719,Nrxn2,ENSMUSG00000033768
NXPH3_NRXN3,Nxph3,ENSMUSG00000046719,Nrxn3,ENSMUSG00000066392
OLAH_MOG,Olah,ENSMUSG00000026645,Mog,ENSMUSG00000076439
OLFM2_ROBO2,Olfm2,ENSMUSG00000032172,Robo2,ENSMUSG00000052516
OMG_LINGO1,Omg,ENSMUSG00000049612,Lingo1,ENSMUSG00000049556
OMG_NGFR,Omg,ENSMUSG00000049612,Ngfr,ENSMUSG00000000120
OMG_RTN4R,Omg,ENSMUSG00000049612,Rtn4r,ENSMUSG00000043811
OMG_RTN4RL1,Omg,ENSMUSG00000049612,Rtn4rl1,ENSMUSG00000045287
OMG_TNFRSF1B,Omg,ENSMUSG00000049612,Tnfrsf1b,ENSMUSG00000028599
OSM_IL6ST,Osm,ENSMUSG00000058755,Il6st,ENSMUSG00000021756
OSM_LIFR,Osm,ENSMUSG00000058755,Lifr,ENSMUSG00000054263
OSM_OSMR,Osm,ENSMUSG00000058755,Osmr,ENSMUSG00000022146
OSTN_NPR3,Ostn,ENSMUSG00000052276,Npr3,ENSMUSG00000022206
OXT_AVPR1A,Oxt,ENSMUSG00000027301,Avpr1a,ENSMUSG00000020123
OXT_AVPR1B,Oxt,ENSMUSG00000027301,Avpr1b,ENSMUSG00000026432
OXT_AVPR2,Oxt,ENSMUSG00000027301,Avpr2,ENSMUSG00000031390
OXT_OXTR,Oxt,ENSMUSG00000027301,Oxtr,ENSMUSG00000049112
P4HB_GPR162,P4hb,ENSMUSG00000025130,Gpr162,ENSMUSG00000038390
PCSK9_VLDLR,Pcsk9,ENSMUSG00000044254,Vldlr,ENSMUSG00000024924
PDAP1_PDGFRB,Pdap1,ENSMUSG00000029623,Pdgfrb,ENSMUSG00000024620
PDGFA_PDGFRA,Pdgfa,ENSMUSG00000025856,Pdgfra,ENSMUSG00000029231
PDGFA_PDGFRB,Pdgfa,ENSMUSG00000025856,Pdgfrb,ENSMUSG00000024620
PDGFB_ART1,Pdgfb,ENSMUSG00000000489,Art1,ENSMUSG00000030996
PDGFB_ITGAV,Pdgfb,ENSMUSG00000000489,Itgav,ENSMUSG00000027087
PDGFB_LRP1,Pdgfb,ENSMUSG00000000489,Lrp1,ENSMUSG00000040249
PDGFB_PDGFRA,Pdgfb,ENSMUSG00000000489,Pdgfra,ENSMUSG00000029231
PDGFB_PDGFRB,Pdgfb,ENSMUSG00000000489,Pdgfrb,ENSMUSG00000024620
PDGFB_S1PR1,Pdgfb,ENSMUSG00000000489,S1pr1,ENSMUSG00000045092
PDGFC_FLT1,Pdgfc,ENSMUSG00000028019,Flt1,ENSMUSG00000029648
PDGFC_FLT4,Pdgfc,ENSMUSG00000028019,Flt4,ENSMUSG00000020357
PDGFC_KDR,Pdgfc,ENSMUSG00000028019,Kdr,ENSMUSG00000062960
PDGFC_PDGFRA,Pdgfc,ENSMUSG00000028019,Pdgfra,ENSMUSG00000029231
PDGFC_PDGFRB,Pdgfc,ENSMUSG00000028019,Pdgfrb,ENSMUSG00000024620
PDGFD_PDGFRA,Pdgfd,ENSMUSG00000032006,Pdgfra,ENSMUSG00000029231
PDGFD_PDGFRB,Pdgfd,ENSMUSG00000032006,Pdgfrb,ENSMUSG00000024620
PDYN_OPRD1,Pdyn,ENSMUSG00000027400,Oprd1,ENSMUSG00000050511
PDYN_OPRK1,Pdyn,ENSMUSG00000027400,Oprk1,ENSMUSG00000025905
PDYN_OPRM1,Pdyn,ENSMUSG00000027400,Oprm1,ENSMUSG00000000766
PENK_OGFR,Penk,ENSMUSG00000045573,Ogfr,ENSMUSG00000049401
PENK_OPRD1,Penk,ENSMUSG00000045573,Oprd1,ENSMUSG00000050511
PENK_OPRK1,Penk,ENSMUSG00000045573,Oprk1,ENSMUSG00000025905
PENK_OPRM1,Penk,ENSMUSG00000045573,Oprm1,ENSMUSG00000000766
PF4_CXCR3,Pf4,ENSMUSG00000029373,Cxcr3,ENSMUSG00000050232
PF4_FGFR2,Pf4,ENSMUSG00000029373,Fgfr2,ENSMUSG00000030849
PF4_LDLR,Pf4,ENSMUSG00000029373,Ldlr,ENSMUSG00000032193
PF4_PROCR,Pf4,ENSMUSG00000029373,Procr,ENSMUSG00000027611
PF4_SDC2,Pf4,ENSMUSG00000029373,Sdc2,ENSMUSG00000022261
PF4_THBD,Pf4,ENSMUSG00000029373,Thbd,ENSMUSG00000074743
PGF_FLT1,Pgf,ENSMUSG00000004791,Flt1,ENSMUSG00000029648
PGF_NRP1,Pgf,ENSMUSG00000004791,Nrp1,ENSMUSG00000025810
PGF_NRP2,Pgf,ENSMUSG00000004791,Nrp2,ENSMUSG00000025969
PIGF_FLT1,Pigf,ENSMUSG00000024145,Flt1,ENSMUSG00000029648
PIP_CD4,Pip,ENSMUSG00000058499,Cd4,ENSMUSG00000023274
PIP_NPTN,Pip,ENSMUSG00000058499,Nptn,ENSMUSG00000032336
PKM_CD44,Pkm,ENSMUSG00000032294,Cd44,ENSMUSG00000005087
PLA2G10_PLA2R1,Pla2g10,ENSMUSG00000022683,Pla2r1,ENSMUSG00000054580
PLAT_ITGAM,Plat,ENSMUSG00000031538,Itgam,ENSMUSG00000030786
PLAT_ITGB2,Plat,ENSMUSG00000031538,Itgb2,ENSMUSG00000000290
PLAT_LRP1,Plat,ENSMUSG00000031538,Lrp1,ENSMUSG00000040249
PLAU_IGF2R,Plau,ENSMUSG00000021822,Igf2r,ENSMUSG00000023830
PLAU_ITGA3,Plau,ENSMUSG00000021822,Itga3,ENSMUSG00000001507
PLAU_ITGA5,Plau,ENSMUSG00000021822,Itga5,ENSMUSG00000000555
PLAU_ITGAM,Plau,ENSMUSG00000021822,Itgam,ENSMUSG00000030786
PLAU_ITGAV,Plau,ENSMUSG00000021822,Itgav,ENSMUSG00000027087
PLAU_ITGB1,Plau,ENSMUSG00000021822,Itgb1,ENSMUSG00000025809
PLAU_ITGB2,Plau,ENSMUSG00000021822,Itgb2,ENSMUSG00000000290
PLAU_ITGB5,Plau,ENSMUSG00000021822,Itgb5,ENSMUSG00000022817
PLAU_LRP1,Plau,ENSMUSG00000021822,Lrp1,ENSMUSG00000040249
PLAU_LRP2,Plau,ENSMUSG00000021822,Lrp2,ENSMUSG00000027070
PLAU_MRC2,Plau,ENSMUSG00000021822,Mrc2,ENSMUSG00000020695
PLAU_PLAUR,Plau,ENSMUSG00000021822,Plaur,ENSMUSG00000046223
PLAU_ST14,Plau,ENSMUSG00000021822,St14,ENSMUSG00000031995
PLAU_VLDLR,Plau,ENSMUSG00000021822,Vldlr,ENSMUSG00000024924
PLG_F2R,Plg,ENSMUSG00000059481,F2r,ENSMUSG00000048376
PLG_F2RL1,Plg,ENSMUSG00000059481,F2rl1,ENSMUSG00000021678
PLG_F3,Plg,ENSMUSG00000059481,F3,ENSMUSG00000028128
PLG_FLT1,Plg,ENSMUSG00000059481,Flt1,ENSMUSG00000029648
PLG_ITGA9,Plg,ENSMUSG00000059481,Itga9,ENSMUSG00000039115
PLG_ITGAM,Plg,ENSMUSG00000059481,Itgam,ENSMUSG00000030786
PLG_ITGB1,Plg,ENSMUSG00000059481,Itgb1,ENSMUSG00000025809
PLG_ITGB2,Plg,ENSMUSG00000059481,Itgb2,ENSMUSG00000000290
PLG_PLAUR,Plg,ENSMUSG00000059481,Plaur,ENSMUSG00000046223
PLG_PLGRKT,Plg,ENSMUSG00000059481,Plgrkt,ENSMUSG00000016495
PLTP_ABCA1,Pltp,ENSMUSG00000017754,Abca1,ENSMUSG00000015243
PMCH_MCHR1,Pmch,ENSMUSG00000035383,Mchr1,ENSMUSG00000050164
PNOC_OPRL1,Pnoc,ENSMUSG00000045731,Oprl1,ENSMUSG00000027584
PODXL_SELL,Podxl,ENSMUSG00000025608,Sell,ENSMUSG00000026581
PODXL2_SELL,Podxl2,ENSMUSG00000033152,Sell,ENSMUSG00000026581
POMC_MC2R,Pomc,ENSMUSG00000020660,Mc2r,ENSMUSG00000045569
POMC_MC3R,Pomc,ENSMUSG00000020660,Mc3r,ENSMUSG00000038537
POMC_MC4R,Pomc,ENSMUSG00000020660,Mc4r,ENSMUSG00000047259
POMC_MC5R,Pomc,ENSMUSG00000020660,Mc5r,ENSMUSG00000007480
POMC_OPRD1,Pomc,ENSMUSG00000020660,Oprd1,ENSMUSG00000050511
POMC_OPRK1,Pomc,ENSMUSG00000020660,Oprk1,ENSMUSG00000025905
POMC_OPRM1,Pomc,ENSMUSG00000020660,Oprm1,ENSMUSG00000000766
PON2_HTR2A,Pon2,ENSMUSG00000032667,Htr2a,ENSMUSG00000034997
PPY_NPY1R,Ppy,ENSMUSG00000017316,Npy1r,ENSMUSG00000036437
PPY_NPY2R,Ppy,ENSMUSG00000017316,Npy2r,ENSMUSG00000028004
PPY_NPY4R,Ppy,ENSMUSG00000017316,Npy4r,ENSMUSG00000048337
PPY_NPY5R,Ppy,ENSMUSG00000017316,Npy5r,ENSMUSG00000044014
PRLH_PRLHR,Prlh,ENSMUSG00000090550,Prlhr,ENSMUSG00000045052
PROC_ITGAM,Proc,ENSMUSG00000024386,Itgam,ENSMUSG00000030786
PROC_ITGB2,Proc,ENSMUSG00000024386,Itgb2,ENSMUSG00000000290
PROC_PROCR,Proc,ENSMUSG00000024386,Procr,ENSMUSG00000027611
PROC_THBD,Proc,ENSMUSG00000024386,Thbd,ENSMUSG00000074743
PROK1_PROKR1,Prok1,ENSMUSG00000070368,Prokr1,ENSMUSG00000049409
PROK1_PROKR2,Prok1,ENSMUSG00000070368,Prokr2,ENSMUSG00000050558
PROK2_PROKR1,Prok2,ENSMUSG00000030069,Prokr1,ENSMUSG00000049409
PROK2_PROKR2,Prok2,ENSMUSG00000030069,Prokr2,ENSMUSG00000050558
PROS1_AXL,Pros1,ENSMUSG00000022912,Axl,ENSMUSG00000002602
PROS1_TYRO3,Pros1,ENSMUSG00000022912,Tyro3,ENSMUSG00000027298
PRSS23_TMEM222,Prss23,ENSMUSG00000039405,Tmem222,ENSMUSG00000028857
PSAP_CELSR1,Psap,ENSMUSG00000004207,Celsr1,ENSMUSG00000016028
PSAP_GPR37,Psap,ENSMUSG00000004207,Gpr37,ENSMUSG00000039904
PSAP_GPR37L1,Psap,ENSMUSG00000004207,Gpr37l1,ENSMUSG00000026424
PSAP_LRP1,Psap,ENSMUSG00000004207,Lrp1,ENSMUSG00000040249
PSAP_SORT1,Psap,ENSMUSG00000004207,Sort1,ENSMUSG00000068747
PSEN1_CD44,Psen1,ENSMUSG00000019969,Cd44,ENSMUSG00000005087
PSEN1_NCSTN,Psen1,ENSMUSG00000019969,Ncstn,ENSMUSG00000003458
PSEN1_NOTCH1,Psen1,ENSMUSG00000019969,Notch1,ENSMUSG00000026923
PSEN1_NOTCH3,Psen1,ENSMUSG00000019969,Notch3,ENSMUSG00000038146
PSEN1_NOTCH4,Psen1,ENSMUSG00000019969,Notch4,ENSMUSG00000015468
PSPN_GFRA1,Pspn,ENSMUSG00000002664,Gfra1,ENSMUSG00000025089
PSPN_GFRA4,Pspn,ENSMUSG00000002664,Gfra4,ENSMUSG00000027316
PSPN_RET,Pspn,ENSMUSG00000002664,Ret,ENSMUSG00000030110
PSPN_SDC3,Pspn,ENSMUSG00000002664,Sdc3,ENSMUSG00000025743
PTDSS1_JMJD6,Ptdss1,ENSMUSG00000021518,Jmjd6,ENSMUSG00000056962
PTDSS1_SCARB1,Ptdss1,ENSMUSG00000021518,Scarb1,ENSMUSG00000037936
PTGS2_CAV1,Ptgs2,ENSMUSG00000032487,Cav1,ENSMUSG00000007655
PTGS2_PTGDR2,Ptgs2,ENSMUSG00000032487,Ptgdr2,ENSMUSG00000034117
PTH_PTH1R,Pth,ENSMUSG00000059077,Pth1r,ENSMUSG00000032492
PTH_PTH2R,Pth,ENSMUSG00000059077,Pth2r,ENSMUSG00000025946
PTH2_PTH1R,Pth2,ENSMUSG00000038300,Pth1r,ENSMUSG00000032492
PTH2_PTH2R,Pth2,ENSMUSG00000038300,Pth2r,ENSMUSG00000025946
PTHLH_PRLHR,Pthlh,ENSMUSG00000048776,Prlhr,ENSMUSG00000045052
PTHLH_PTH1R,Pthlh,ENSMUSG00000048776,Pth1r,ENSMUSG00000032492
PTHLH_PTH2R,Pthlh,ENSMUSG00000048776,Pth2r,ENSMUSG00000025946
PTMA_VIPR1,Ptma,ENSMUSG00000026238,Vipr1,ENSMUSG00000032528
PTN_ALK,Ptn,ENSMUSG00000029838,Alk,ENSMUSG00000055471
PTN_CDH10,Ptn,ENSMUSG00000029838,Cdh10,ENSMUSG00000022321
PTN_PLXNB2,Ptn,ENSMUSG00000029838,Plxnb2,ENSMUSG00000036606
PTN_PTPRB,Ptn,ENSMUSG00000029838,Ptprb,ENSMUSG00000020154
PTN_PTPRS,Ptn,ENSMUSG00000029838,Ptprs,ENSMUSG00000013236
