pair,ligand_symbol,ligand_gene_id,receptor_symbol,receptor_gene_id
TNFSF13_TNFRSF1A,Tnfsf13,ENSMUSG00000089669,Tnfrsf1a,ENSMUSG00000030341
TNFSF13B_TNFRSF13B,Tnfsf13b,ENSMUSG00000031497,Tnfrsf13b,ENSMUSG00000010142
TNFSF13B_TNFRSF13C,Tnfsf13b,ENSMUSG00000031497,Tnfrsf13c,ENSMUSG00000068105
TNFSF13B_TNFRSF17,Tnfsf13b,ENSMUSG00000031497,Tnfrsf17,ENSMUSG00000022496
TNFSF14_LTBR,Tnfsf14,ENSMUSG00000005824,Ltbr,ENSMUSG00000030339
TNFSF14_TNFRSF14,Tnfsf14,ENSMUSG00000005824,Tnfrsf14,ENSMUSG00000042333
TNFSF15_TNFRSF25,Tnfsf15,ENSMUSG00000050395,Tnfrsf25,ENSMUSG00000024793
TNFSF18_TNFRSF18,Tnfsf18,ENSMUSG00000066755,Tnfrsf18,ENSMUSG00000041954
TNFSF4_TNFRSF4,Tnfsf4,ENSMUSG00000026700,Tnfrsf4,ENSMUSG00000029075
TNFSF4_TRAF2,Tnfsf4,ENSMUSG00000026700,Traf2,ENSMUSG00000026942
TNFSF8_TNFRSF8,Tnfsf8,ENSMUSG00000028362,Tnfrsf8,ENSMUSG00000028602
TNFSF9_TNFRSF9,Tnfsf9,ENSMUSG00000035678,Tnfrsf9,ENSMUSG00000028965
TNFSF9_TRAF2,Tnfsf9,ENSMUSG00000035678,Traf2,ENSMUSG00000026942
TRH_TRHR,Trh,ENSMUSG00000005892,Trhr,ENSMUSG00000038760
TSHB_TSHR,Tshb,ENSMUSG00000027857,Tshr,ENSMUSG00000020963
TSLP_IL7R,Tslp,ENSMUSG00000024379,Il7r,ENSMUSG00000003882
UCN_CRHR1,Ucn,ENSMUSG00000038676,Crhr1,ENSMUSG00000018634
UCN_CRHR2,Ucn,ENSMUSG00000038676,Crhr2,ENSMUSG00000003476
UCN2_CRHR1,Ucn2,ENSMUSG00000049699,Crhr1,ENSMUSG00000018634
UCN2_CRHR2,Ucn2,ENSMUSG00000049699,Crhr2,ENSMUSG00000003476
UCN3_CRHR1,Ucn3,ENSMUSG00000044988,Crhr1,ENSMUSG00000018634
UCN3_CRHR2,Ucn3,ENSMUSG00000044988,Crhr2,ENSMUSG00000003476
UTS2_UTS2R,Uts2,ENSMUSG00000028963,Uts2r,ENSMUSG00000039321
UTS2B_UTS2R,Uts2b,ENSMUSG00000056423,Uts2r,ENSMUSG00000039321
VCAM1_ITGA4,Vcam1,ENSMUSG00000027962,Itga4,ENSMUSG00000027009
VCAM1_ITGA9,Vcam1,ENSMUSG00000027962,Itga9,ENSMUSG00000039115
VCAM1_ITGB1,Vcam1,ENSMUSG00000027962,Itgb1,ENSMUSG00000025809
VCAM1_ITGB2,Vcam1,ENSMUSG00000027962,Itgb2,ENSMUSG00000000290
VCAM1_ITGB7,Vcam1,ENSMUSG00000027962,Itgb7,ENSMUSG00000001281
VCAN_CD44,Vcan,ENSMUSG00000021614,Cd44,ENSMUSG00000005087
VCAN_EGFR,Vcan,ENSMUSG00000021614,Egfr,ENSMUSG00000020122
VCAN_ITGA4,Vcan,ENSMUSG00000021614,Itga4,ENSMUSG00000027009
VCAN_ITGB1,Vcan,ENSMUSG00000021614,Itgb1,ENSMUSG00000025809
VCAN_SELL,Vcan,ENSMUSG00000021614,Sell,ENSMUSG00000026581
VCAN_SELP,Vcan,ENSMUSG00000021614,Selp,ENSMUSG00000026580
VCAN_TLR1,Vcan,ENSMUSG00000021614,Tlr1,ENSMUSG00000044827
VCAN_TLR2,Vcan,ENSMUSG00000021614,Tlr2,ENSMUSG00000027995
VEGFA_EGFR,Vegfa,ENSMUSG00000023951,Egfr,ENSMUSG00000020122
VEGFA_EPHB2,Vegfa,ENSMUSG00000023951,Ephb2,ENSMUSG00000028664
VEGFA_FLT1,Vegfa,ENSMUSG00000023951,Flt1,ENSMUSG00000029648
VEGFA_GPC1,Vegfa,ENSMUSG00000023951,Gpc1,ENSMUSG00000034220
VEGFA_ITGA9,Vegfa,ENSMUSG00000023951,Itga9,ENSMUSG00000039115
VEGFA_ITGAV,Vegfa,ENSMUSG00000023951,Itgav,ENSMUSG00000027087
VEGFA_ITGB1,Vegfa,ENSMUSG00000023951,Itgb1,ENSMUSG00000025809
VEGFA_KDR,Vegfa,ENSMUSG00000023951,Kdr,ENSMUSG00000062960
VEGFA_NRP1,Vegfa,ENSMUSG00000023951,Nrp1,ENSMUSG00000025810
VEGFA_NRP2,Vegfa,ENSMUSG00000023951,Nrp2,ENSMUSG00000025969
VEGFA_RET,Vegfa,ENSMUSG00000023951,Ret,ENSMUSG00000030110
VEGFA_TYRO3,Vegfa,ENSMUSG00000023951,Tyro3,ENSMUSG00000027298
VEGFB_FLT1,Vegfb,ENSMUSG00000024962,Flt1,ENSMUSG00000029648
VEGFB_NRP1,Vegfb,ENSMUSG00000024962,Nrp1,ENSMUSG00000025810
VEGFB_RET,Vegfb,ENSMUSG00000024962,Ret,ENSMUSG00000030110
VEGFB_TYRO3,Vegfb,ENSMUSG00000024962,Tyro3,ENSMUSG00000027298
VEGFC_FLT1,Vegfc,ENSMUSG00000031520,Flt1,ENSMUSG00000029648
VEGFC_FLT4,Vegfc,ENSMUSG00000031520,Flt4,ENSMUSG00000020357
VEGFC_ITGA9,Vegfc,ENSMUSG00000031520,Itga9,ENSMUSG00000039115
VEGFC_ITGB1,Vegfc,ENSMUSG00000031520,Itgb1,ENSMUSG00000025809
VEGFC_KDR,Vegfc,ENSMUSG00000031520,Kdr,ENSMUSG00000062960
VEGFC_LYVE1,Vegfc,ENSMUSG00000031520,Lyve1,ENSMUSG00000030787
VEGFC_NRP2,Vegfc,ENSMUSG00000031520,Nrp2,ENSMUSG00000025969
VEGFC_VIPR2,Vegfc,ENSMUSG00000031520,Vipr2,ENSMUSG00000011171
VIM_CD44,Vim,ENSMUSG00000026728,Cd44,ENSMUSG00000005087
VIP_ADCYAP1R1,Vip,ENSMUSG00000019772,Adcyap1r1,ENSMUSG00000029778
VIP_NPR3,Vip,ENSMUSG00000019772,Npr3,ENSMUSG00000022206
VIP_SCTR,Vip,ENSMUSG00000019772,Sctr,ENSMUSG00000026387
VIP_VIPR1,Vip,ENSMUSG00000019772,Vipr1,ENSMUSG00000032528
VIP_VIPR2,Vip,ENSMUSG00000019772,Vipr2,ENSMUSG00000011171
VTN_CD47,Vtn,ENSMUSG00000017344,Cd47,ENSMUSG00000055447
VTN_ITGA2B,Vtn,ENSMUSG00000017344,Itga2b,ENSMUSG00000034664
VTN_ITGA3,Vtn,ENSMUSG00000017344,Itga3,ENSMUSG00000001507
VTN_ITGA5,Vtn,ENSMUSG00000017344,Itga5,ENSMUSG00000000555
VTN_ITGA8,Vtn,ENSMUSG00000017344,Itga8,ENSMUSG00000026768
VTN_ITGAV,Vtn,ENSMUSG00000017344,Itgav,ENSMUSG00000027087
VTN_ITGB1,Vtn,ENSMUSG00000017344,Itgb1,ENSMUSG00000025809
VTN_ITGB3,Vtn,ENSMUSG00000017344,Itgb3,ENSMUSG00000020689
VTN_ITGB5,Vtn,ENSMUSG00000017344,Itgb5,ENSMUSG00000022817
VTN_ITGB6,Vtn,ENSMUSG00000017344,Itgb6,ENSMUSG00000026971
VTN_ITGB8,Vtn,ENSMUSG00000017344,Itgb8,ENSMUSG00000025321
VTN_KDR,Vtn,ENSMUSG00000017344,Kdr,ENSMUSG00000062960
VTN_PLAUR,Vtn,ENSMUSG00000017344,Plaur,ENSMUSG00000046223
VTN_PVR,Vtn,ENSMUSG00000017344,Pvr,ENSMUSG00000040511
VTN_TNFRSF11B,Vtn,ENSMUSG00000017344,Tnfrsf11b,ENSMUSG00000063727
VWF_GP1BA,Vwf,ENSMUSG00000001930,Gp1ba,ENSMUSG00000050675
VWF_ITGA2B,Vwf,ENSMUSG00000001930,Itga2b,ENSMUSG00000034664
VWF_SELP,Vwf,ENSMUSG00000001930,Selp,ENSMUSG00000026580
VWF_TNFRSF11B,Vwf,ENSMUSG00000001930,Tnfrsf11b,ENSMUSG00000063727
WNT1_FZD1,Wnt1,ENSMUSG00000022997,Fzd1,ENSMUSG00000044674
WNT1_FZD3,Wnt1,ENSMUSG00000022997,Fzd3,ENSMUSG00000007989
WNT1_FZD5,Wnt1,ENSMUSG00000022997,Fzd5,ENSMUSG00000045005
WNT1_FZD7,Wnt1,ENSMUSG00000022997,Fzd7,ENSMUSG00000041075
WNT1_FZD8,Wnt1,ENSMUSG00000022997,Fzd8,ENSMUSG00000036904
WNT1_FZD9,Wnt1,ENSMUSG00000022997,Fzd9,ENSMUSG00000049551
WNT1_LRP5,Wnt1,ENSMUSG00000022997,Lrp5,ENSMUSG00000024913
WNT1_LRP6,Wnt1,ENSMUSG00000022997,Lrp6,ENSMUSG00000030201
WNT1_RYK,Wnt1,ENSMUSG00000022997,Ryk,ENSMUSG00000032547
WNT11_FZD7,Wnt11,ENSMUSG00000015957,Fzd7,ENSMUSG00000041075
WNT16_FZD6,Wnt16,ENSMUSG00000029671,Fzd6,ENSMUSG00000022297
WNT2_FZD1,Wnt2,ENSMUSG00000010797,Fzd1,ENSMUSG00000044674
WNT2_FZD5,Wnt2,ENSMUSG00000010797,Fzd5,ENSMUSG00000045005
WNT2_FZD7,Wnt2,ENSMUSG00000010797,Fzd7,ENSMUSG00000041075
WNT2_FZD8,Wnt2,ENSMUSG00000010797,Fzd8,ENSMUSG00000036904
WNT2_FZD9,Wnt2,ENSMUSG00000010797,Fzd9,ENSMUSG00000049551
WNT2_LRP6,Wnt2,ENSMUSG00000010797,Lrp6,ENSMUSG00000030201
WNT3_FZD1,Wnt3,ENSMUSG00000000125,Fzd1,ENSMUSG00000044674
WNT3_FZD5,Wnt3,ENSMUSG00000000125,Fzd5,ENSMUSG00000045005
WNT3_FZD7,Wnt3,ENSMUSG00000000125,Fzd7,ENSMUSG00000041075
WNT3_FZD8,Wnt3,ENSMUSG00000000125,Fzd8,ENSMUSG00000036904
WNT3_LRP6,Wnt3,ENSMUSG00000000125,Lrp6,ENSMUSG00000030201
WNT3_RYK,Wnt3,ENSMUSG00000000125,Ryk,ENSMUSG00000032547
WNT3A_APCDD1,Wnt3a,ENSMUSG00000009900,Apcdd1,ENSMUSG00000071847
WNT3A_ATP6AP2,Wnt3a,ENSMUSG00000009900,Atp6ap2,ENSMUSG00000031007
WNT3A_FZD1,Wnt3a,ENSMUSG00000009900,Fzd1,ENSMUSG00000044674
WNT3A_FZD2,Wnt3a,ENSMUSG00000009900,Fzd2,ENSMUSG00000050288
WNT3A_FZD5,Wnt3a,ENSMUSG00000009900,Fzd5,ENSMUSG00000045005
WNT3A_FZD6,Wnt3a,ENSMUSG00000009900,Fzd6,ENSMUSG00000022297
WNT3A_FZD7,Wnt3a,ENSMUSG00000009900,Fzd7,ENSMUSG00000041075
WNT3A_FZD8,Wnt3a,ENSMUSG00000009900,Fzd8,ENSMUSG00000036904
WNT3A_LRP1,Wnt3a,ENSMUSG00000009900,Lrp1,ENSMUSG00000040249
WNT3A_LRP6,Wnt3a,ENSMUSG00000009900,Lrp6,ENSMUSG00000030201
WNT3A_RYK,Wnt3a,ENSMUSG00000009900,Ryk,ENSMUSG00000032547
WNT4_FZD2,Wnt4,ENSMUSG00000036856,Fzd2,ENSMUSG00000050288
WNT4_FZD6,Wnt4,ENSMUSG00000036856,Fzd6,ENSMUSG00000022297
WNT5A_FZD1,Wnt5a,ENSMUSG00000021994,Fzd1,ENSMUSG00000044674
WNT5A_FZD2,Wnt5a,ENSMUSG00000021994,Fzd2,ENSMUSG00000050288
WNT5A_FZD4,Wnt5a,ENSMUSG00000021994,Fzd4,ENSMUSG00000049791
WNT5A_FZD5,Wnt5a,ENSMUSG00000021994,Fzd5,ENSMUSG00000045005
WNT5A_FZD6,Wnt5a,ENSMUSG00000021994,Fzd6,ENSMUSG00000022297
WNT5A_FZD7,Wnt5a,ENSMUSG00000021994,Fzd7,ENSMUSG00000041075
WNT5A_FZD8,Wnt5a,ENSMUSG00000021994,Fzd8,ENSMUSG00000036904
WNT5A_LRP5,Wnt5a,ENSMUSG00000021994,Lrp5,ENSMUSG00000024913
WNT5A_MCAM,Wnt5a,ENSMUSG00000021994,Mcam,ENSMUSG00000032135
WNT5A_ROR1,Wnt5a,ENSMUSG00000021994,Ror1,ENSMUSG00000035305
WNT5A_ROR2,Wnt5a,ENSMUSG00000021994,Ror2,ENSMUSG00000021464
WNT5A_RYK,Wnt5a,ENSMUSG00000021994,Ryk,ENSMUSG00000032547
WNT7A_FZD10,Wnt7a,ENSMUSG00000030093,Fzd10,ENSMUSG00000081683
WNT7A_FZD5,Wnt7a,ENSMUSG00000030093,Fzd5,ENSMUSG00000045005
WNT7A_FZD9,Wnt7a,ENSMUSG00000030093,Fzd9,ENSMUSG00000049551
WNT7A_LRP6,Wnt7a,ENSMUSG00000030093,Lrp6,ENSMUSG00000030201
WNT7B_FZD1,Wnt7b,ENSMUSG00000022382,Fzd1,ENSMUSG00000044674
WNT7B_FZD10,Wnt7b,ENSMUSG00000022382,Fzd10,ENSMUSG00000081683
WNT7B_LRP5,Wnt7b,ENSMUSG00000022382,Lrp5,ENSMUSG00000024913
ZP3_EGFR,Zp3,ENSMUSG00000004948,Egfr,ENSMUSG00000020122
ZP3_MERTK,Zp3,ENSMUSG00000004948,Mertk,ENSMUSG00000014361
